L,L,L,W,W,U,W,R,R,W,U,U,L,D,L,L,D,L
U,W,D,L,W,U,L,W,U,W,U,R,U,D,W,D,L,L
W,U,L,L,W,U,W,R,U,R,W,W,U,W,W,D,W,W
R,D,D,L,R,R,R,W,U,W,W,W,W,R,R,R,R,R
R,R,D,W,W,R,U,L,L,W,R,R,R,R,U,W,U,W
W,W,D,L,D,W,U,U,L,L,L,W,U,U,U,R,R,R
U,W,W,W,D,W,D,U,U,L,L,R,U,W,U,D,U,W
R,R,R,W,L,L,L,L,L,W,W,R,U,U,W,D,W,U
R,R,W,U,W,U,L,L,L,L,U,L,D,U,W,D,U,U
R,U,U,U,L,U,W,L,L,L,W,D,D,L,W,W,U,U
L,U,U,U,L,L,W,W,U,L,R,D,L,L,R,R,U,U
U,L,W,U,U,W,U,W,U,W,W,D,L,L,R,U,U,U
U,U,L,U,U,L,W,U,W,W,W,D,L,W,D,W,U,U
D,L,W,U,W,R,R,U,L,R,D,L,W,D,D,L,L,L
W,U,L,L,U,U,U,W,U,W,D,L,L,L,D,L,L,W
D,L,L,L,L,U,W,R,U,W,D,W,W,W,D,W,W,D
D,W,U,W,W,U,R,R,U,L,W,D,W,L,L,L,W,D
W,R,U,L,L,D,W,U,U,L,L,L,L,W,U,L,L,L
