W,D,D,L,D,D,L,U
R,D,D,L,L,D,W,U
W,D,L,L,R,D,W,W
L,L,L,W,R,D,R,D
U,L,W,W,R,D,W,D
U,W,W,U,W,D,L,L
R,R,R,U,L,L,L,L
U,W,U,U,U,L,L,D
