R,R,R,W,D,W,D,U,L,L,W,U,U,W
R,R,R,R,D,W,D,W,U,W,U,U,W,U
R,U,W,W,W,L,L,L,L,R,U,W,U,W
U,U,W,L,D,W,D,W,W,U,W,W,U,D
R,D,W,D,D,R,R,R,W,R,D,L,W,D
R,R,R,R,D,W,W,U,W,R,R,W,R,R
D,W,U,W,D,W,W,U,L,W,R,R,R,R
R,R,U,L,W,W,L,L,L,L,L,R,U,W
U,W,U,U,W,D,W,U,L,L,R,U,U,L
W,D,W,W,W,D,L,L,L,L,W,U,D,R
R,R,D,W,U,W,U,L,L,W,U,L,L,L
W,R,R,D,W,U,U,U,L,L,U,U,U,U
R,R,R,R,R,U,W,U,U,U,L,L,R,W
D,U,U,W,W,U,R,U,L,U,U,R,W,U
