R,D,D,D,L,L,W,L,D,L,W,U,L,L,L,L
R,D,D,D,L,L,W,R,D,W,R,U,U,L,L,L
R,D,D,D,W,W,R,R,R,R,R,U,U,L,L,L
W,R,D,W,D,D,R,U,W,U,U,U,U,W,U,U
U,W,D,D,D,D,W,L,R,U,U,U,U,L,U,U
U,W,D,D,D,L,W,D,R,U,U,W,U,L,L,L
U,L,L,W,D,W,D,L,L,R,U,W,U,U,L,L
U,U,D,D,D,L,L,L,W,W,U,W,U,U,U,U
U,W,R,D,L,L,L,L,L,L,W,R,U,L,U,W
R,R,R,R,W,U,U,U,L,R,R,D,U,D,D,D
W,R,U,W,R,U,L,L,U,D,D,D,D,D,D,D
W,U,U,L,L,U,D,L,W,R,R,D,L,L,L,L
R,R,U,D,L,R,D,L,L,U,U,W,U,U,L,D
U,W,R,D,D,W,D,D,D,L,U,W,U,W,W,W
W,W,W,D,R,D,L,L,L,W,D,R,U,L,R,U
U,U,U,W,W,L,L,L,L,L,L,W,U,L,L,U
