D,D,D,R,R,R,R,D,L,L,D,D,D,D,D,D
R,D,D,L,R,D,W,D,L,L,D,D,L,D,D,L
R,D,L,R,R,D,W,L,L,L,D,L,R,D,D,W
R,D,D,R,R,R,R,U,L,L,W,D,W,D,D,W
U,W,D,D,D,U,U,U,U,U,R,D,W,R,D,W
W,D,D,D,D,D,R,R,D,W,R,R,D,R,D,D
W,D,D,D,D,L,D,D,D,D,R,R,R,R,D,L
R,D,D,D,D,W,D,R,D,L,D,U,W,W,D,L
R,R,R,R,D,D,D,D,D,D,D,R,R,R,R,W
U,U,U,W,D,D,L,D,W,D,D,D,D,R,D,W
U,U,W,R,D,D,D,D,L,R,D,D,D,R,R,D
W,W,R,R,D,L,L,L,L,W,D,D,D,W,R,D
R,D,W,W,D,W,D,W,R,R,R,R,R,D,W,D
W,D,D,D,L,L,D,L,R,R,R,D,W,D,D,D
L,L,L,D,L,L,D,L,R,R,R,D,W,D,D,D
W,L,L,L,L,L,L,L,L,W,R,R,R,R,R,D
