R,D,W,U,W,W,R,R,R,R
W,D,R,U,L,L,R,D,R,R
L,L,L,U,U,L,W,R,D,W
W,U,W,W,W,U,R,R,R,W
R,U,W,D,W,W,W,W,W,W
W,W,W,R,R,L,L,W,D,W
U,D,R,R,U,L,L,L,D,W
R,D,D,D,U,W,U,U,W,D
R,R,D,D,L,L,D,W,W,D
R,R,R,W,W,U,R,R,U,U
