R,R,R,R,W,W,D,R,R,L,L,L
U,W,U,W,L,L,L,L,U,L,L,U
W,D,W,L,L,L,D,W,W,L,L,D
R,D,W,U,L,L,D,D,D,L,D,L
W,D,W,U,U,R,R,D,L,L,L,L
R,R,R,U,L,W,W,W,U,L,L,U
W,R,R,U,U,L,L,L,U,W,U,U
W,R,U,U,U,U,U,W,U,D,L,L
W,U,U,U,U,L,U,D,D,D,L,L
R,U,W,U,D,D,D,D,D,D,W,W
D,U,D,D,W,D,R,R,R,R,R,U
D,R,R,R,R,L,L,U,W,R,U,U
