0.0000,86.7041,88.8103,89.6933,88.7450,0.0000,87.7716,0.0000,85.2995,84.2823,83.2443,82.7388,81.7594,0.0000
87.4026,88.7133,90.1477,91.1178,89.8101,88.7764,88.9430,89.0808,86.5668,85.1631,83.8547,83.9059,82.6872,80.4093
86.2504,0.0000,92.6066,91.2904,89.9900,89.8104,90.1328,0.0000,0.0000,83.9217,82.9730,83.8574,82.7231,0.0000
0.0000,96.7505,95.2030,93.7038,92.2488,90.9447,91.3742,0.0000,80.5017,81.5813,82.2787,81.7327,82.5457,81.4790
98.3911,98.2287,95.5416,94.0930,92.6911,91.3380,91.3190,89.9816,0.0000,0.0000,83.5362,83.8503,83.8861,81.6804
97.1019,0.0000,94.1358,92.9026,91.7862,90.6373,90.0465,88.8767,87.5971,0.0000,84.6148,85.0070,83.8848,82.5886
96.8299,94.3341,92.1858,91.7362,91.7267,90.4060,89.1809,87.8956,86.7134,86.8685,85.6973,0.0000,0.0000,81.9741
95.3885,93.9976,92.4624,91.1731,90.4591,89.2459,88.0276,86.0153,85.6366,85.7984,86.5713,86.7387,84.3469,83.0723
92.9063,92.5337,90.3020,90.0100,0.0000,87.9009,86.5242,86.8267,86.0463,86.5529,87.8032,0.0000,83.8335,82.8698
91.6855,0.0000,88.0039,88.6089,87.4609,87.6626,88.6694,88.1215,87.0350,0.0000,0.0000,84.0739,85.0756,83.8335
89.1540,88.0091,87.5043,88.5152,87.6163,88.7296,90.0464,89.3646,88.0613,85.8804,87.7002,86.2729,85.1676,0.0000
88.0091,88.2442,88.2619,87.9039,88.2202,0.0000,91.4964,90.6337,0.0000,87.2091,89.2766,0.0000,85.5254,85.2581
86.8824,87.1503,87.9755,88.9926,89.4368,91.6220,92.8226,91.7334,90.6466,89.3144,89.3996,88.2225,87.9014,86.3643
86.5849,87.7041,88.9438,90.2511,91.6110,91.7769,93.0182,92.9545,91.6138,90.2888,89.1335,0.0000,86.4858,84.4027
