D,D,L,L,L,L,L,L,D,L,L,R,R,R,U,L,L,L
D,D,W,D,L,L,L,L,L,L,L,R,U,U,U,U,L,W
R,D,L,L,L,W,D,L,L,L,L,L,U,U,U,U,W,D
W,L,L,L,L,L,L,L,L,L,L,L,R,U,U,U,L,L
R,U,U,U,W,U,L,L,L,L,L,L,L,U,W,U,W,U
U,W,U,L,D,L,W,U,L,L,L,L,L,U,L,U,L,L
U,R,U,R,L,W,R,U,U,L,D,L,L,L,L,D,W,D
U,U,U,U,U,L,W,D,D,D,D,L,L,L,D,D,D,D
U,U,U,U,U,L,D,D,D,D,R,W,D,D,L,D,D,D
U,U,U,U,U,R,D,D,D,D,D,D,D,D,W,D,D,D
D,U,U,D,W,W,D,D,D,D,D,D,D,L,L,L,D,L
D,D,R,R,R,R,D,D,D,D,D,D,L,L,L,D,D,W
L,L,W,R,R,R,R,D,D,D,D,L,L,D,W,D,D,D
D,R,R,R,R,R,R,R,D,D,L,L,L,L,L,D,D,D
L,L,R,R,R,R,R,R,R,D,L,L,L,L,L,D,L,L
U,R,R,R,R,R,U,U,U,W,U,U,L,L,R,L,L,L
U,R,R,U,D,U,U,U,U,L,L,U,U,U,U,U,L,L
R,R,R,R,D,L,W,R,U,L,L,L,U,U,U,U,L,L
