D,D,D,D,D,W,D,D
D,D,D,D,D,D,D,D
R,D,D,D,D,D,D,D
R,R,R,D,D,D,D,D
R,R,R,R,L,D,D,D
W,R,R,U,R,R,U,L
R,R,R,U,U,U,U,U
R,R,U,U,U,U,U,U
