W,R,U,D,R,R,R,D,D,D
R,R,R,D,D,W,R,R,D,D
R,R,D,R,D,D,W,W,D,D
D,W,D,W,D,D,W,D,D,D
D,W,R,R,D,D,R,R,D,D
D,D,W,R,D,D,R,D,R,D
D,L,L,W,R,D,D,D,W,D
D,D,W,R,R,R,R,R,U,D
D,R,R,R,R,R,R,D,W,D
D,R,R,R,R,R,R,R,R,D
