D,D,D,D,D,D,L,D,D,D,R,D,D,D,D,L
D,D,D,D,D,D,W,D,D,D,R,D,D,D,D,L
D,D,D,D,D,D,W,L,L,R,R,R,D,D,D,W
R,D,L,L,D,D,D,D,D,D,R,R,R,D,D,W
U,W,D,D,D,D,D,D,D,D,D,D,W,L,L,D
W,D,D,D,D,D,D,D,D,D,D,R,R,U,R,D
W,D,D,D,D,D,D,D,D,D,D,D,R,R,R,R
D,D,L,L,D,D,D,D,D,D,D,D,D,U,R,U
R,D,L,L,D,D,D,D,D,D,D,L,D,R,R,U
D,D,D,W,D,D,D,D,D,D,L,L,L,L,U,D
R,D,D,D,D,L,L,D,D,D,L,L,L,L,D,D
W,D,L,D,D,L,L,D,L,W,U,L,D,L,R,D
D,D,W,D,R,W,D,W,U,L,L,R,D,L,W,L
D,D,L,L,L,L,L,L,L,L,L,U,W,U,R,U
D,L,L,L,L,L,L,L,L,L,L,L,D,U,R,U
W,L,L,L,L,L,L,L,L,L,L,L,L,R,D,U
