R,R,R,R,R,R,W,D
R,U,R,R,R,U,L,D
L,R,R,R,R,U,R,D
U,R,R,U,R,U,R,R
U,R,U,U,W,U,U,W
U,U,R,U,R,U,U,L
U,U,W,U,U,W,U,U
U,U,L,W,U,R,U,U
