D,W,U,U,L,L,L,L,W,W,D,D,L,D,D,L,W,D
D,W,U,U,U,W,U,D,W,D,D,D,W,D,D,L,W,D
R,R,U,U,U,W,D,D,W,D,D,L,L,L,L,L,W,W
R,R,U,U,W,R,D,L,D,L,L,L,W,U,U,L,U,L
U,W,W,R,R,R,D,D,D,L,W,U,W,D,U,W,U,U
U,L,D,W,W,W,D,R,D,W,R,U,L,L,W,U,W,L
W,W,D,W,R,R,U,W,D,W,W,D,D,W,D,W,L,L
R,D,D,W,W,L,D,L,W,D,D,L,L,L,L,W,U,L
W,D,R,R,R,R,D,W,D,D,L,L,W,W,U,W,D,L
U,L,W,R,R,R,D,L,L,L,L,W,D,D,U,L,L,L
U,U,W,D,U,W,D,W,U,U,U,W,D,L,L,L,D,W
U,R,D,W,D,W,W,R,U,U,U,L,D,L,D,L,D,W
R,D,D,U,L,L,L,L,U,U,U,L,D,L,D,W,D,D
R,R,D,D,U,W,W,D,L,L,U,W,D,L,D,D,D,D
R,R,R,D,W,D,L,L,L,D,R,R,D,D,D,D,D,L
R,R,R,U,L,L,L,L,L,L,L,R,D,D,D,D,L,L
R,U,W,U,U,U,W,U,L,U,W,R,R,D,D,D,L,L
W,U,R,U,R,R,L,L,W,R,R,R,R,R,D,L,L,W
