U,W,D,W,R,R,R,R,L,L,R,W,W,U
W,D,D,U,W,D,U,W,W,R,U,W,D,W
L,D,L,L,L,W,W,L,L,W,U,D,L,L
W,W,L,L,W,U,U,L,L,L,R,R,W,W
W,R,U,D,W,U,W,W,D,W,R,D,W,W
R,D,W,L,L,W,U,W,U,W,W,D,U,W
R,R,U,L,L,R,R,R,U,U,U,U,W,D
R,U,U,U,L,L,R,W,W,W,W,W,W,L
R,U,R,W,W,R,U,R,R,U,W,U,W,U
W,D,W,R,R,W,U,U,W,U,D,U,U,W
U,L,R,R,W,R,U,U,W,W,U,L,L,U
U,W,D,W,D,L,U,W,U,L,L,U,L,L
W,W,D,L,L,W,R,R,U,W,W,U,U,U
U,W,D,D,W,W,W,U,U,W,W,W,L,L
