W,W,L,R,D,D,L,D,D,W,D,D,L,W,D,D,L,W
L,L,L,W,D,D,W,D,D,L,L,L,W,R,D,L,L,W
W,U,W,D,W,W,R,R,R,D,W,U,W,R,R,W,D,W
R,U,W,D,D,W,L,U,W,U,W,W,R,R,R,W,D,U
U,W,W,W,R,R,D,W,L,L,L,L,W,U,W,U,U,W
W,W,R,R,U,W,D,L,W,D,W,W,W,U,W,U,L,L
W,D,D,W,W,U,D,W,R,R,W,U,W,U,W,U,W,U
W,D,D,W,R,U,W,U,W,U,W,W,U,W,W,W,U,W
R,R,R,R,W,U,L,W,U,U,L,R,U,R,R,W,U,W
W,R,D,R,R,U,L,R,U,U,R,U,U,D,W,D,W,W
W,W,D,W,U,U,U,L,W,W,R,U,L,D,L,L,L,L
W,W,D,W,U,U,W,L,L,L,W,W,U,W,U,L,W,D
W,U,D,U,W,D,L,W,U,W,D,W,W,W,D,W,D,D
D,W,W,W,L,L,W,W,U,W,D,L,R,R,D,W,D,L
D,L,R,R,U,W,U,U,W,D,D,D,R,U,W,W,W,U
D,D,W,U,U,L,W,L,L,D,L,L,U,U,L,L,W,W
D,D,L,D,D,D,R,W,U,U,U,W,U,W,U,W,W,U
W,L,L,R,D,L,R,R,U,U,U,L,U,W,R,R,R,R
