D,D,D,D,R,U,R,R,R,R,R,D,D,L
D,D,D,D,W,D,D,D,W,D,R,D,D,L
R,R,D,R,D,L,R,D,W,R,R,R,D,W
D,R,D,D,D,D,D,R,D,U,R,R,R,D
R,R,D,D,D,D,D,W,D,L,U,U,W,D
D,R,D,D,D,D,D,R,D,W,W,W,D,D
R,R,R,D,L,D,D,W,R,R,R,R,R,D
W,W,R,D,W,D,D,D,R,R,D,D,R,U
U,D,W,D,R,R,D,D,R,R,D,D,D,U
R,D,D,L,L,W,D,D,D,R,D,D,L,W
W,D,D,L,L,R,R,R,D,R,D,D,D,D
U,W,D,L,L,L,U,W,R,R,R,D,L,D
U,L,L,L,L,W,U,R,R,U,W,D,W,D
U,L,L,L,L,L,W,U,U,W,U,W,W,D
