U,U,U,W,W,R,D,D
W,W,W,D,W,W,D,D
U,U,W,R,R,R,D,U
U,L,L,W,W,R,D,L
W,W,U,L,R,W,D,W
W,U,U,R,R,R,W,U
W,D,U,W,W,U,U,U
L,L,L,U,R,U,W,W
