0.0000,93.8170,93.1926,95.8851,96.1698,96.0676,0.0000,99.9990,0.0000,0.0000,0.0000,0.0000
89.0163,91.1412,91.1667,93.1926,0.0000,98.5304,0.0000,0.0000,98.5202,99.8273,99.8430,0.0000
91.1100,90.2122,92.2438,0.0000,0.0000,99.8377,98.5304,0.0000,0.0000,99.6839,98.5048,97.0749
0.0000,92.2438,94.9250,95.1961,0.0000,99.9990,0.0000,0.0000,97.7862,99.2434,97.1007,95.9467
99.9990,0.0000,0.0000,97.6946,0.0000,0.0000,92.5629,0.0000,96.5110,98.9033,98.4644,95.7828
99.9661,99.6993,99.4022,98.9913,96.5707,95.2350,94.9942,93.6084,95.9466,98.3501,96.1612,93.9425
99.6956,97.4312,96.9652,96.8991,97.0617,94.6738,0.0000,94.4594,0.0000,0.0000,0.0000,0.0000
99.3944,96.9238,97.9200,99.3566,99.8686,0.0000,0.0000,94.3895,0.0000,97.5107,96.0906,94.9101
96.8681,96.5436,97.7782,97.6534,99.9310,99.9379,99.9387,96.8439,97.1933,97.2593,94.9416,97.2236
96.9071,0.0000,97.7937,97.6949,0.0000,97.4449,0.0000,94.4237,94.7004,0.0000,0.0000,99.9990
94.5359,95.2160,95.4131,96.3043,0.0000,0.0000,88.1215,0.0000,94.6267,93.4947,94.9080,0.0000
0.0000,92.7819,0.0000,96.6433,94.1914,0.0000,90.4968,89.5370,91.9301,92.1374,94.3937,91.9699
