91.7245,94.1452,0.0000,99.9990,0.0000,0.0000,97.1023,99.5372,99.7792,99.9990
0.0000,96.8992,96.8996,99.3857,96.9038,95.0159,97.5321,97.5546,97.9773,99.9990
99.9990,99.3852,96.8992,96.9034,96.9378,94.5855,0.0000,99.9990,99.9990,0.0000
0.0000,96.8991,0.0000,0.0000,0.0000,94.9924,97.5052,99.9990,99.9990,0.0000
91.7244,94.1452,0.0000,94.9892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,97.4512,99.9990,99.9990,97.4784,0.0000,92.6499,0.0000
99.9990,0.0000,97.0328,99.4752,99.9990,99.9990,97.2605,94.5857,95.0823,0.0000
97.6751,99.0507,97.3958,97.2562,0.0000,0.0000,95.0596,92.8426,0.0000,97.5052
99.4709,99.4176,99.6988,99.7294,99.7328,98.1471,97.7996,0.0000,0.0000,99.9990
0.0000,97.4757,99.7264,0.0000,0.0000,95.8810,97.5376,99.9990,99.9990,99.9990
