D,D,D,D,L,D,D,D,L,L,L,D,R,D,D,D
D,D,D,D,W,D,D,D,L,D,L,D,D,D,D,D
D,D,D,D,D,D,D,D,W,D,W,D,R,D,D,D
D,D,D,D,D,D,D,D,L,L,L,D,R,R,D,D
R,D,D,D,D,D,D,D,L,L,L,D,W,W,D,D
R,R,D,D,D,D,D,L,L,L,L,R,R,R,D,D
R,R,R,R,D,L,L,L,L,L,L,R,R,R,D,L
R,R,R,R,U,L,L,L,L,L,L,R,R,U,W,U
R,R,R,U,U,L,L,L,L,L,L,R,R,U,L,U
R,R,U,U,U,U,L,L,U,L,U,U,U,U,U,U
U,U,U,U,U,U,U,L,L,U,U,U,U,U,W,U
U,U,U,U,U,U,U,L,L,U,U,U,U,U,R,U
W,U,U,U,U,U,U,U,L,L,U,U,U,U,U,U
R,U,U,U,U,U,U,U,L,U,U,U,U,U,U,U
U,U,U,U,U,U,L,L,L,U,U,U,U,U,U,U
U,U,U,U,U,U,W,U,L,L,U,U,U,U,U,U
