R,D,L,D,L,W,R,R,L,L,L,W,W,D,W,U
R,D,W,D,W,W,U,W,W,U,W,L,D,D,L,W
W,D,W,R,R,R,U,W,R,R,R,U,D,L,L,W
R,D,D,D,U,W,D,W,R,R,R,U,W,U,U,W
R,R,R,D,W,W,R,R,W,R,U,U,U,U,U,L
W,U,R,D,W,R,R,R,U,W,U,U,U,U,D,W
D,D,W,R,R,R,R,U,U,W,D,R,U,U,W,D
D,R,R,U,U,U,R,D,L,L,L,L,U,D,D,D
W,R,U,U,U,U,W,D,D,L,L,L,R,R,D,L
U,W,W,W,W,R,R,R,D,W,U,L,W,R,R,W
W,R,R,D,W,R,R,R,W,W,U,L,W,R,U,L
W,R,R,D,W,R,U,W,D,L,U,R,R,U,W,U
D,D,R,R,L,D,W,D,L,L,L,L,U,U,W,U
R,R,R,D,R,R,R,D,W,U,U,U,U,L,L,L
D,W,W,D,D,W,D,W,R,U,U,U,W,U,U,L
R,R,R,D,W,L,L,L,W,U,U,U,W,W,U,W
