R,R,D,W,R,U,L,L,R,R,R,U,L,L,L,L,L,L
D,W,R,R,R,U,U,L,L,W,U,U,U,L,L,L,L,U
R,U,R,R,R,U,L,L,L,R,U,U,U,U,L,U,L,L
R,U,R,R,U,U,U,U,U,U,U,U,W,U,L,U,U,U
U,U,R,U,U,U,L,U,U,U,U,U,L,U,U,L,L,U
U,U,U,U,U,U,L,U,U,U,U,U,U,U,U,L,L,U
U,U,U,U,U,U,L,U,U,U,U,U,U,U,U,U,U,U
R,R,U,U,U,U,L,L,L,U,U,U,U,U,U,U,U,U
R,U,U,U,W,U,U,L,U,U,R,U,L,L,L,L,L,U
U,U,U,U,R,U,U,U,U,U,U,U,U,L,L,L,L,L
U,U,U,U,U,U,U,U,U,U,U,U,U,U,L,L,L,L
U,U,U,U,U,U,U,U,U,W,U,U,U,U,U,L,L,L
U,U,U,U,U,U,W,U,W,R,U,U,U,W,U,U,D,L
U,U,U,U,R,U,L,U,L,R,U,U,U,L,U,L,L,L
U,U,U,U,U,U,U,U,U,W,U,U,U,U,U,U,U,U
U,U,U,U,U,U,U,U,U,R,U,U,U,U,U,U,U,U
U,U,U,W,U,U,U,U,U,U,U,U,U,U,U,U,U,U
U,U,U,R,U,U,U,U,U,U,U,U,U,U,U,U,U,U
