W,U,L,L,L,L,W,D
R,U,U,W,W,U,L,L
W,U,U,L,L,D,D,L
D,W,D,W,W,W,D,L
D,W,D,L,L,R,D,W
W,U,W,U,D,W,D,D
W,U,L,W,D,W,D,D
L,L,L,R,R,R,D,D
