U,W,W,D,L,L,D,W,D,W,D,L,W,R,R,R,L,D
U,L,L,L,L,L,L,W,D,U,D,W,R,U,W,U,D,D
U,L,U,L,L,L,D,L,D,R,R,R,D,W,W,R,D,L
U,U,U,D,W,U,L,L,D,L,U,W,D,R,D,W,D,L
U,U,U,W,R,R,U,L,L,L,D,W,R,R,D,W,D,W
U,U,U,W,R,U,U,U,U,L,D,R,R,R,R,R,W,U
U,W,D,L,L,U,W,R,U,W,D,R,U,R,U,W,D,W
U,R,D,L,W,U,R,R,U,L,W,R,U,R,R,R,D,D
W,W,L,W,U,W,D,W,U,W,R,D,U,W,U,W,R,D
W,R,U,L,W,D,D,U,D,W,R,R,R,R,R,R,R,D
W,R,U,L,L,L,L,R,R,U,U,U,R,R,U,U,W,D
R,U,U,U,L,L,D,L,U,U,U,W,U,W,U,W,W,W
W,R,U,U,U,W,L,L,D,L,U,R,D,D,W,D,L,L
W,W,U,U,U,U,D,R,D,W,U,W,L,D,D,D,L,L
D,D,U,U,W,R,D,R,R,D,W,W,R,D,D,L,L,W
R,R,D,R,R,R,R,D,R,R,R,R,W,D,D,W,D,L
U,W,W,U,W,D,W,D,D,R,R,U,L,L,L,L,L,L
W,U,W,R,R,R,R,R,L,L,U,U,L,L,W,U,L,W
