86.8049,89.0231,89.3888,90.2765,0.0000,94.4642,0.0000,100.0000,99.8675,98.3377,98.2109,96.7616,0.0000,100.0000,0.0000,92.9511
87.9286,90.4419,90.5153,91.5905,0.0000,96.9195,0.0000,100.0000,98.7943,96.5378,97.0153,95.4462,97.2378,97.3166,95.8590,94.1878
0.0000,90.3078,91.5961,91.6187,0.0000,98.2064,100.0000,100.0000,98.5603,0.0000,98.5593,97.4939,96.3282,94.9555,94.3863,92.0740
87.2564,89.4942,91.6470,92.8415,94.2297,95.5696,0.0000,0.0000,97.2690,0.0000,100.0000,100.0000,0.0000,93.7091,0.0000,90.8636
88.2682,90.5997,91.9041,0.0000,93.5335,0.0000,0.0000,93.5306,95.4594,93.0591,0.0000,0.0000,92.9760,92.2665,89.8409,89.6873
89.6454,90.9264,93.2907,93.4429,94.7776,96.1626,95.9545,95.7331,94.6370,93.3578,0.0000,91.9917,90.8463,91.9404,89.6116,88.5792
90.3346,91.6245,92.7816,92.7088,95.0201,96.3133,98.4304,0.0000,95.1101,0.0000,94.8412,94.5590,0.0000,0.0000,89.9051,90.8312
0.0000,92.8264,94.1699,92.9497,0.0000,98.6891,98.6752,97.3678,97.5736,97.6038,96.1371,95.7808,0.0000,92.1790,90.9876,0.0000
0.0000,93.1617,94.4167,93.3228,0.0000,100.0000,0.0000,97.2493,97.5649,0.0000,95.9150,93.7259,93.9461,93.5549,92.0507,90.8535
90.9605,93.3716,94.6399,94.4275,93.2097,0.0000,98.6384,98.5009,97.0905,94.5914,94.6496,0.0000,91.4863,91.1500,90.8828,90.9582
0.0000,0.0000,97.2825,97.0081,95.4970,98.2513,97.4456,0.0000,95.6458,94.2537,92.4457,0.0000,0.0000,89.8188,88.7466,89.6502
85.9338,84.7951,0.0000,97.0907,0.0000,100.0000,0.0000,93.8515,93.2305,92.8056,90.6749,88.4460,87.3782,0.0000,86.5988,88.2644
87.2242,84.7564,0.0000,96.8795,98.1763,0.0000,93.5886,92.5711,91.1654,92.5482,91.1188,89.6497,88.1673,87.0030,86.9909,86.0350
0.0000,83.6372,0.0000,96.5841,97.9921,97.7237,94.9606,92.5334,92.3503,90.3347,89.8367,88.6614,86.5075,86.9819,85.9724,84.0296
91.0673,0.0000,94.1186,95.2856,97.4823,95.3460,93.9208,92.5260,91.2984,90.0206,88.9458,87.7311,86.4559,85.9194,86.0674,85.0710
92.2803,94.8597,94.7948,96.1393,96.1973,0.0000,91.4708,91.2113,90.1531,89.0824,0.0000,86.4502,85.4402,0.0000,87.3603,86.0837
