W,R,D,D,L,L,W,U,W,U,W,U,L,L,L,W
U,W,D,D,L,L,W,U,U,W,R,U,U,U,L,L
U,L,L,D,W,W,R,U,U,L,W,U,U,L,U,W
W,U,D,W,R,R,W,U,W,U,L,W,U,W,U,L
U,W,D,D,R,U,W,U,L,U,L,R,U,L,L,D
U,W,R,D,L,U,W,U,U,U,U,W,D,D,D,D
U,L,L,W,W,W,R,U,W,U,U,W,R,D,D,D
U,U,D,W,D,U,W,D,W,W,U,W,D,D,D,L
U,W,R,D,L,L,W,R,R,R,W,L,L,R,D,W
R,R,R,R,W,W,L,D,W,U,L,U,W,R,R,R
W,R,U,W,W,R,R,R,U,U,D,U,W,R,U,U
W,L,U,L,L,U,W,U,W,R,R,D,U,L,U,U
R,U,L,U,W,R,R,U,L,U,U,W,U,U,R,R
W,W,U,U,R,W,U,U,R,R,R,W,U,W,W,W
W,W,W,D,R,D,L,L,U,W,U,R,U,D,W,U
R,R,W,W,W,L,L,W,R,R,U,W,W,R,R,R
