U,W,D,D,L,L,W,W,U,W,R,R,R,D,D,L,D,U
U,L,D,L,L,W,D,D,W,D,W,D,W,D,D,W,D,L
U,W,D,W,W,W,D,L,R,R,D,L,W,D,L,L,D,W
U,W,U,W,L,L,L,L,L,W,D,W,W,U,L,L,W,U
W,W,W,D,W,U,U,W,U,L,W,W,W,U,U,D,D,W
U,W,W,D,L,W,U,W,W,W,L,L,W,W,W,D,L,L
W,W,R,R,W,U,W,R,R,D,L,W,R,R,L,L,W,U
D,W,W,R,U,U,L,L,R,D,D,W,R,U,U,R,R,W
R,R,R,U,U,U,L,W,W,D,L,L,L,U,R,R,R,R
D,R,D,W,W,U,W,W,L,L,L,U,L,U,U,U,U,W
R,R,R,R,W,D,L,W,W,U,U,R,W,W,L,W,R,R
U,R,R,D,L,L,W,R,R,W,R,D,L,W,R,R,R,U
U,W,W,D,W,U,L,W,W,W,W,L,D,W,W,W,U,U
U,W,R,R,W,U,D,W,U,U,U,W,D,R,U,L,L,U
R,R,W,W,W,R,R,R,R,R,W,L,L,L,U,W,U,W
D,R,D,W,R,D,W,U,W,U,U,L,L,W,L,L,U,L
R,R,R,R,R,D,L,U,W,U,U,R,D,U,W,W,U,U
R,R,U,U,U,W,U,W,L,L,L,W,W,L,L,W,U,U
