D,D,D,D,R,R,D,D,D,D,D,D,D,D,D,D,D,L
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,W
R,D,D,D,D,D,D,D,D,D,D,D,D,D,D,L,L,L
W,L,L,L,R,R,D,D,D,D,D,D,D,D,L,L,L,L
D,U,L,R,R,R,R,D,D,D,D,D,D,L,W,U,L,L
D,W,D,R,R,R,R,R,D,D,D,D,L,L,L,L,L,L
D,D,D,D,D,W,R,R,R,D,D,D,L,L,L,L,W,D
D,D,D,D,D,D,W,R,R,D,D,L,L,L,L,L,L,L
D,D,D,D,R,R,R,R,R,R,R,W,U,L,L,L,L,L
D,D,D,D,L,R,R,R,R,U,U,L,L,L,W,U,L,L
D,D,D,D,W,D,R,R,U,U,U,U,L,L,L,L,L,L
D,D,D,L,L,L,D,R,U,U,U,U,U,L,L,L,L,L
D,D,L,L,L,L,D,L,U,U,U,U,U,U,L,L,L,U
D,L,L,L,L,L,D,L,U,U,U,U,U,U,L,L,L,U
L,L,L,L,L,L,L,L,L,U,U,U,U,U,U,L,L,L
U,L,L,L,L,L,L,L,L,W,U,U,U,L,U,U,L,L
U,U,U,U,U,L,L,L,L,L,U,U,U,U,L,U,U,U
U,U,U,U,U,U,L,L,L,U,U,U,U,L,L,U,U,U
