R,R,D,D,L,W,D,L
R,R,D,D,L,L,L,W
R,R,R,R,W,D,D,L
R,R,D,D,L,L,L,L
R,R,R,L,L,L,L,L
W,U,U,U,L,L,L,L
R,U,U,U,U,U,U,U
R,R,U,U,U,U,U,U
