R,R,R,R,R,R,U,W,D,L
U,W,R,R,R,U,U,L,L,W
L,L,W,W,U,U,W,U,L,U
W,W,D,L,W,U,U,L,L,U
D,R,D,W,W,U,U,U,L,L
D,D,R,R,R,U,W,W,U,D
D,D,W,U,W,U,L,R,U,W
R,D,L,R,R,U,U,R,U,L
U,U,W,R,U,U,U,W,U,W
U,U,U,L,U,U,W,R,U,L
