R,R,U,L,R,U,L,L,R,U,L,L
U,W,U,U,U,U,D,L,U,U,U,L
U,R,U,R,R,R,L,L,U,U,U,W
U,U,U,R,U,U,U,U,U,U,L,L
U,U,U,U,U,U,U,U,W,U,L,L
W,W,D,W,R,R,U,L,L,L,W,W
R,U,L,D,D,R,U,L,U,L,L,L
U,U,R,D,L,W,U,L,U,U,L,L
U,U,U,W,D,D,L,U,L,U,L,L
U,U,R,R,D,D,L,L,L,L,L,L
U,W,R,R,R,L,W,W,D,D,L,U
R,R,R,R,U,U,L,L,L,L,W,U
