W,D,D,L,L,L,D,D
D,D,D,D,W,D,D,D
D,R,D,L,L,L,D,D
D,W,D,W,W,W,D,D
D,D,L,L,L,L,L,L
R,D,W,D,L,W,U,L
W,D,L,L,L,L,L,L
L,L,L,L,L,L,L,L
