W,L,L,R,R,W,D,D,L,W,W,W,U,W,U,U,U,U
D,U,L,R,U,W,D,L,L,W,U,W,U,R,W,U,R,R
D,R,W,D,R,D,L,W,W,U,W,W,R,U,W,U,W,W
D,U,R,D,W,D,W,W,D,W,U,W,U,U,L,U,L,L
D,W,W,R,R,R,W,D,R,R,W,R,U,U,R,U,L,W
D,W,D,U,W,W,U,D,W,W,R,D,U,D,D,U,W,W
W,W,D,R,R,R,R,R,W,D,W,L,W,R,D,D,D,D
L,L,L,D,W,R,U,W,D,D,D,D,R,R,D,D,L,L
U,W,W,D,D,L,U,L,D,D,L,D,W,W,D,L,L,D
W,R,R,D,L,W,U,D,D,D,W,R,D,W,R,D,W,W
W,W,L,U,L,L,U,R,R,D,L,L,R,R,U,W,W,U
U,W,W,U,U,L,L,W,W,D,W,R,R,U,U,R,D,U
W,W,W,W,U,W,W,L,L,W,D,L,U,U,U,U,R,D
U,W,W,W,L,R,R,U,W,U,D,W,D,D,U,U,U,W
W,R,D,W,W,R,U,U,D,W,L,L,L,L,W,W,W,W
W,W,D,L,W,U,R,R,R,U,W,W,W,W,W,D,W,D
D,D,D,W,U,W,D,W,U,U,W,L,R,R,U,D,U,D
D,R,R,R,U,L,L,L,L,R,R,R,R,R,U,W,U,W
