R,R,R,R,R,D,L,L,L,L,R,R,D,R,D,D
R,R,R,R,R,L,L,L,L,R,R,D,D,W,D,D
D,W,D,D,D,U,L,L,R,R,R,R,R,R,D,D
R,R,D,D,D,D,L,L,D,R,R,R,R,R,D,L
R,R,R,D,D,D,L,L,D,W,R,R,R,D,U,L
W,R,R,R,D,L,L,L,D,R,R,R,R,U,L,L
D,D,D,D,U,L,L,L,R,D,R,R,U,U,U,U
D,D,D,D,D,L,L,R,R,U,L,U,U,W,U,U
D,D,D,D,D,D,L,L,U,U,U,U,U,L,U,U
D,D,D,D,D,L,L,L,L,L,U,U,U,U,U,U
D,D,R,D,L,L,L,L,L,W,U,U,U,U,U,U
R,R,L,U,D,L,L,W,D,L,L,L,L,L,W,U
U,U,U,R,U,L,L,L,L,L,L,L,L,L,L,U
U,U,U,R,U,L,L,L,L,L,L,L,L,L,L,U
U,U,R,R,U,L,L,L,L,L,L,L,L,L,L,U
W,R,R,R,U,L,L,U,L,L,L,L,L,L,L,L
