R,R,R,R,R,W,W,U,U,W,U,W,W,D,W,U
U,U,W,U,W,W,U,W,W,D,W,U,U,D,U,W
W,W,W,U,L,L,W,W,R,R,R,R,R,U,W,W
R,R,R,U,L,W,D,W,R,R,R,U,W,U,U,W
R,R,U,W,W,W,R,R,W,R,U,U,L,U,U,W
W,U,U,D,W,D,W,U,U,W,R,U,U,D,D,W
D,D,W,D,R,D,W,U,U,W,L,U,R,D,W,U
D,R,R,U,W,R,R,U,L,L,L,R,R,D,D,R
W,R,U,U,R,R,W,D,D,L,L,R,R,R,D,W
U,W,W,W,W,R,R,R,D,W,U,U,W,R,R,W
W,R,R,D,W,U,W,D,W,W,R,D,W,R,R,U
W,R,R,D,W,W,W,W,W,D,R,R,R,U,W,D
W,R,R,R,U,R,W,D,L,L,R,R,U,U,W,D
R,R,R,U,U,R,U,D,W,U,U,U,U,R,W,U
D,W,W,D,R,W,U,W,R,U,U,U,W,R,R,U
R,R,R,D,W,L,L,L,W,L,L,U,W,W,U,W
