84.6578,85.9129,87.2053,0.0000,79.8499,78.9196,78.0695,79.0024,77.8143,76.6754,0.0000,76.7721,75.7525,74.6739
83.6736,84.7569,85.6582,83.3402,81.0375,79.9535,78.8954,0.0000,76.6754,75.8143,75.7162,77.9320,0.0000,74.0936
82.4728,84.6498,84.4198,83.3150,82.0908,80.8964,79.7313,78.6748,77.4022,76.2269,75.7391,76.8630,77.7034,76.2918
82.2879,83.3878,83.3197,83.3723,82.1473,80.9602,79.8049,0.0000,76.2722,75.4417,74.9266,75.8129,76.4620,75.4082
82.1204,83.3231,82.3231,82.1703,81.2068,80.2096,79.2023,78.2435,77.1753,76.1376,75.0970,74.8754,75.2217,73.7491
81.1322,81.9268,80.3323,81.0271,81.2662,80.0884,79.0467,78.9818,77.8328,76.7272,75.0340,75.3573,75.7720,75.7588
80.0583,0.0000,78.2720,79.7971,80.0476,79.1396,0.0000,77.0776,77.6658,0.0000,76.9920,76.3605,76.8453,77.9763
80.9148,79.8436,78.6167,78.7263,0.0000,0.0000,77.0050,79.2399,78.7831,78.7827,78.1062,77.2482,77.1373,77.8397
79.8436,0.0000,77.5924,77.7407,78.3621,79.4147,0.0000,80.6400,79.7839,79.9251,79.1782,78.1933,78.0728,78.9734
0.0000,72.4570,0.0000,76.7090,0.0000,80.6121,83.0422,81.8283,80.7297,81.1084,80.2708,79.1357,78.9940,80.1463
72.5391,73.4350,74.4324,0.0000,76.9623,0.0000,83.2836,82.0760,81.5464,82.3477,81.3846,79.4965,79.1816,79.3137
73.2043,74.3566,75.5600,76.8266,77.9972,79.4089,81.8365,81.4583,82.4727,83.6712,82.5909,81.5662,81.3882,80.3947
72.5501,73.6674,74.6920,75.7272,76.1216,78.1109,0.0000,81.4578,82.6475,83.7498,83.6899,82.5534,82.5808,81.3488
70.7911,72.7277,73.5916,0.0000,0.0000,78.5019,79.6051,80.6734,82.8565,82.6662,82.6623,83.2919,82.2338,81.1684
