D,W,W,R,R,R,R,W
R,U,L,W,D,R,R,U
W,W,U,W,D,R,U,U
W,U,W,D,W,U,U,U
W,W,U,D,W,D,U,U
U,W,U,R,L,L,L,W
U,R,W,U,U,W,U,L
W,L,L,W,U,W,U,W
