97.5052,0.0000,0.0000,0.0000,0.0000,92.3451,0.0000,99.9990,99.9990,0.0000,99.9990,0.0000,0.0000,99.9990,0.0000,91.8700
99.9990,99.9990,0.0000,99.9990,0.0000,94.7737,0.0000,99.9990,0.0000,-99.9990,0.0000,99.7460,99.7204,99.6667,96.9210,94.2926
0.0000,97.5200,97.6391,97.5200,0.0000,97.2330,99.9990,99.9990,97.2017,0.0000,97.5128,97.5744,98.1961,97.0472,94.8464,95.3139
99.9990,97.5069,95.3963,95.0800,94.9490,97.4868,0.0000,0.0000,94.7428,0.0000,99.9990,99.9990,0.0000,94.5903,0.0000,95.3132
99.9990,0.0000,94.2040,0.0000,94.3392,0.0000,0.0000,99.9990,97.2017,99.9990,0.0000,0.0000,99.9990,0.0000,99.9990,97.7793
97.4723,97.2053,96.6561,0.0000,96.7930,99.7521,99.9990,99.9990,0.0000,0.0000,0.0000,99.9990,99.9990,99.9990,99.9990,99.9990
94.9796,94.7329,94.3769,95.3800,95.4519,97.7521,99.9990,0.0000,99.9990,0.0000,95.0731,97.2380,0.0000,0.0000,97.7793,99.9990
0.0000,94.2667,96.6613,94.3378,0.0000,0.0000,99.9990,97.5052,99.9990,99.9990,97.2656,97.2717,0.0000,94.6159,0.0000,0.0000
0.0000,0.0000,97.2089,0.0000,0.0000,99.9990,0.0000,0.0000,99.9990,0.0000,97.5163,95.3279,97.3193,97.0731,94.6332,0.0000
99.9990,0.0000,97.1737,96.9326,94.7440,0.0000,99.9990,99.9990,97.9990,99.9990,0.0000,0.0000,97.5651,97.2660,94.7741,95.2534
0.0000,0.0000,99.6934,99.6626,96.9061,97.4453,97.4987,0.0000,95.5302,0.0000,99.9990,0.0000,0.0000,94.7896,94.6543,93.0205
75.8039,0.0000,0.0000,99.9990,0.0000,99.9990,0.0000,97.6690,97.4336,95.2540,97.5293,99.9990,0.0000,0.0000,92.0674,90.7735
78.0237,75.8039,0.0000,0.0000,99.9990,0.0000,0.0000,95.4230,97.1950,96.7750,95.2540,0.0000,87.3010,0.0000,91.8897,89.6492
0.0000,0.0000,0.0000,0.0000,99.9990,99.9990,97.5052,97.0451,96.9523,94.6105,0.0000,87.2835,89.6659,90.1241,89.5849,89.7570
0.0000,0.0000,97.5052,99.9990,99.9990,99.9990,0.0000,94.6872,94.2854,92.1733,89.7771,87.1423,87.3212,87.6639,87.2805,87.3788
99.9990,99.9990,97.5052,99.9990,0.0000,0.0000,99.9990,97.1956,94.6872,92.2502,0.0000,84.8263,84.9680,0.0000,88.4473,86.2383
