77.0390,76.5108,77.5399,78.5379,79.5303,80.5087,81.4795,83.6362,83.5583,84.7122,85.9556,87.2441
78.1409,0.0000,77.8933,79.0372,80.2415,81.3796,82.5572,82.6070,83.2720,83.8266,84.8353,85.9556
77.0348,76.4722,77.4684,78.3905,80.4579,81.5543,81.4753,0.0000,84.4003,83.8434,83.8095,84.5402
0.0000,76.7320,77.9964,79.2239,80.5352,80.4984,80.6501,82.8279,83.9529,84.8998,84.5402,86.9616
74.1783,75.1330,77.0875,78.0747,78.2599,78.2491,0.0000,82.6993,84.9155,86.1982,0.0000,88.4254
74.5387,75.5880,76.5720,77.0560,77.6782,0.0000,82.1948,83.2958,84.6982,86.1025,87.2408,89.6050
0.0000,76.3115,77.6645,77.6782,78.7999,79.4302,0.0000,81.5915,82.3069,0.0000,0.0000,89.7346
72.4611,74.4245,76.3910,0.0000,79.9194,80.5750,82.7862,83.7949,0.0000,87.6908,86.0493,88.2782
74.1736,0.0000,77.4543,78.6382,80.9097,82.2703,83.5841,85.0421,85.1751,86.4475,87.0106,87.1037
73.2775,0.0000,77.3752,78.5110,79.6926,0.0000,81.6661,83.7146,84.1045,86.2984,85.9151,85.9508
74.2658,75.5138,76.5304,77.3665,0.0000,80.6256,81.7098,82.8139,84.0793,85.2009,86.2027,86.2065
73.2775,0.0000,77.2316,78.3576,79.5339,80.6013,81.6791,80.6602,0.0000,0.0000,85.0658,85.0689
