W,L,L,L,D,W,D,W,U,W,W,R,R,R,D,W
U,L,L,L,R,R,D,U,W,U,W,D,U,W,D,U
U,W,W,D,U,W,L,U,L,U,L,W,D,L,W,W
U,W,W,D,W,U,W,U,D,L,L,W,D,W,L,L
U,D,R,R,R,R,W,W,W,W,U,R,D,D,D,W
W,D,W,R,R,R,L,L,U,D,L,R,R,D,D,W
U,W,R,U,U,W,W,U,W,D,W,R,R,R,R,R
W,U,U,U,W,L,L,R,R,R,W,W,W,W,R,R
R,U,W,W,U,W,U,R,R,R,W,U,W,W,D,W
W,W,L,D,R,W,U,U,W,W,U,U,W,W,W,U
U,W,U,D,U,W,W,W,D,W,U,W,U,U,U,W
U,U,U,L,L,W,U,W,D,W,D,D,U,W,W,U
U,W,U,W,D,R,U,L,D,R,R,D,D,W,W,W
U,W,U,R,L,L,W,W,L,L,W,W,W,L,L,L
W,U,W,U,U,L,L,W,W,D,R,R,R,U,L,L
W,U,L,U,U,U,R,L,L,L,R,R,U,U,W,W
