D,W,L,L,D,L,R,R,R,L,L,L,D,W,L,L
R,R,U,L,L,W,D,W,U,W,U,R,R,R,U,W
W,W,U,U,U,L,R,R,U,L,W,R,R,U,U,L
D,D,U,U,U,U,R,W,U,U,W,D,W,W,U,U
D,L,L,L,U,L,W,R,U,L,R,R,R,R,W,U
W,U,L,L,L,L,U,W,U,D,R,R,U,W,D,U
R,U,U,U,U,L,U,W,D,L,L,W,D,D,L,W
U,W,U,U,U,W,U,D,W,U,R,R,D,D,L,L
W,W,W,U,U,R,R,R,R,U,W,R,R,D,L,W
D,W,W,U,W,W,U,D,R,U,W,D,W,D,W,D
D,D,L,W,D,L,W,D,D,W,L,L,D,W,R,D
D,D,W,L,L,L,W,R,R,R,U,R,R,R,W,D
R,R,R,U,W,U,W,U,W,U,U,R,U,W,R,R
W,U,U,U,L,W,W,U,R,U,R,L,U,R,U,W
R,U,U,W,U,L,U,U,U,U,W,W,D,W,U,L
L,R,U,W,U,W,U,U,W,W,L,L,L,L,L,W
