D,W,D,L,L,W,L,L,L,L,D,D,D,D,L,L
D,L,D,W,U,W,W,D,U,D,D,L,L,D,L,L
D,L,L,R,W,U,W,D,D,D,D,W,L,D,W,W
W,L,L,U,W,W,R,R,D,D,W,D,W,D,W,W
W,W,R,U,L,R,U,W,U,R,L,L,W,L,L,W
W,D,W,U,L,U,U,R,U,W,U,W,W,U,L,D
W,D,W,U,U,W,U,L,W,R,U,L,R,U,R,D
R,D,D,D,U,W,D,R,D,L,U,W,W,W,R,R
W,R,D,L,W,W,D,L,R,W,U,D,R,R,U,W
R,R,R,W,R,R,D,W,W,D,L,L,W,R,U,W
R,R,W,R,R,R,R,R,L,L,L,L,L,D,W,U
W,W,R,R,W,R,R,R,W,W,D,L,D,W,U,W
R,D,W,W,U,W,D,W,D,W,D,W,D,D,W,U
W,R,R,W,U,U,L,L,D,W,D,W,W,R,R,U
U,W,U,W,U,D,W,W,W,U,W,U,W,D,W,D
W,U,W,L,L,R,R,L,L,W,R,U,L,R,R,D
