U,D,L,D,D,L,L,L,L,R,R,R,R,R,L,L,W,U
R,D,W,D,L,L,D,D,W,R,R,W,W,D,U,L,L,W
W,D,L,L,L,W,D,L,W,D,W,R,R,L,L,D,W,D
W,L,L,L,D,L,L,W,D,D,W,R,U,U,R,R,R,D
W,W,U,D,W,U,L,L,D,D,R,U,L,L,W,U,W,D
D,W,R,R,R,W,W,R,R,D,L,U,U,L,W,W,W,W
R,R,W,R,U,W,R,R,D,D,L,L,W,W,U,D,W,W
W,W,R,U,U,W,W,W,R,D,W,R,D,L,R,D,W,D
L,L,R,U,U,U,W,R,R,R,R,W,D,L,W,D,L,L
U,L,L,U,U,R,R,W,D,R,R,L,L,L,W,D,W,U
U,L,L,L,W,W,R,D,L,L,W,W,W,R,R,R,R,W
U,L,W,R,R,R,R,D,L,L,L,L,L,U,U,W,U,W
U,W,W,W,U,W,W,D,L,L,L,W,W,U,W,R,U,L
U,L,D,D,U,W,U,L,L,L,L,D,D,U,R,U,U,U
U,L,R,D,R,R,U,W,L,L,L,L,L,L,D,W,U,D
U,L,R,R,R,D,U,L,W,W,U,W,U,R,R,U,D,D
U,U,R,U,W,L,L,L,W,W,U,L,L,L,W,W,R,D
U,U,U,W,L,L,W,U,U,R,U,R,W,R,R,R,R,R
