D,W,L,L,D,L,D,R,R,L,L,L,D,W,L,L
R,R,U,L,L,W,D,W,U,W,U,R,R,R,U,W
W,W,U,U,U,W,R,R,W,D,W,R,R,W,U,W
D,D,U,U,U,R,R,W,D,D,W,U,W,W,U,L
D,L,L,L,U,L,W,R,D,R,R,R,R,R,W,U
W,U,L,L,L,U,U,W,D,D,R,R,U,W,D,U
R,U,U,U,U,U,U,W,D,L,L,W,D,D,L,W
U,W,U,U,L,W,W,D,W,U,R,R,D,D,L,L
W,W,W,U,U,R,R,R,D,R,W,R,R,D,L,W
D,W,W,U,W,W,R,D,D,L,W,U,W,D,W,U
R,R,R,W,D,R,W,D,D,W,U,W,D,W,R,U
U,U,W,L,L,D,W,R,R,R,U,R,R,R,W,D
U,R,W,U,W,D,W,U,W,U,U,R,U,W,R,R
W,R,R,U,L,W,W,U,R,U,U,L,U,L,U,W
W,D,D,W,U,R,R,U,L,U,W,W,U,W,D,L
L,L,L,W,U,W,U,U,W,W,L,L,L,L,D,W
