W,U,R,R,R,D,W,U,W,W,W,W
R,U,R,R,R,D,R,U,L,L,U,W
R,R,D,W,R,D,L,W,W,L,U,L
W,R,R,D,W,D,W,W,R,U,L,U
U,W,W,D,L,W,D,D,U,U,U,L
L,L,U,L,L,L,D,D,L,U,L,L
L,L,L,D,D,L,W,D,W,W,W,W
U,L,L,R,D,W,W,D,W,L,L,D
U,U,L,R,R,U,L,L,R,U,L,D
U,W,U,R,U,U,W,U,U,U,W,D
U,R,U,U,W,W,R,U,U,U,L,W
W,U,W,L,L,W,L,U,U,U,L,L
