D,W,L,D,R,R,D,D,W,W,D,D,L,D,D,D,W,D
D,W,D,D,L,W,D,D,W,D,D,D,L,D,D,L,W,D
D,R,D,D,L,W,D,D,D,L,D,L,L,L,L,L,W,W
R,R,R,D,W,R,D,L,D,L,L,L,L,L,U,L,L,L
U,W,W,R,R,R,D,D,D,L,W,U,W,U,U,W,U,D
U,L,D,W,W,R,R,R,D,W,R,U,L,L,U,L,W,L
W,W,D,W,R,R,U,W,D,W,W,D,D,W,D,L,L,L
R,D,D,W,W,D,D,L,W,D,D,L,L,L,L,W,U,L
W,D,R,R,R,D,D,W,D,D,L,L,W,U,U,W,D,L
U,L,W,R,R,R,D,L,L,L,L,W,D,U,U,L,L,L
U,U,W,D,U,W,D,W,U,U,U,W,D,D,L,L,L,L
D,D,D,D,D,W,W,R,U,U,U,L,L,L,L,L,L,W
D,D,D,L,L,L,L,L,U,U,U,L,L,L,L,W,U,L
R,D,D,D,U,W,W,D,L,L,U,W,U,L,U,L,U,U
R,R,D,D,W,D,L,L,L,D,L,L,L,L,L,L,D,L
R,R,R,U,L,L,L,L,L,L,L,L,U,L,L,D,L,L
R,U,W,U,U,U,L,L,L,U,W,U,U,D,D,L,L,L
R,U,R,U,U,U,U,L,W,U,L,L,R,R,L,L,L,W
