U,U,U,W,W,R,D,D
W,W,W,D,W,W,D,D
U,D,W,R,R,R,D,U
R,R,D,W,W,R,D,L
W,W,R,R,R,W,D,W
W,L,R,R,R,R,W,U
W,D,L,W,R,R,R,U
L,L,L,R,U,U,W,U
