D,D,W,D,D,W,D,D,R,R,W,D,W,D,W,D,W,W
R,D,W,D,D,D,D,R,D,R,D,R,D,R,R,L,L,L
W,L,R,R,D,D,D,D,D,W,D,W,D,R,U,W,U,U
R,U,D,R,R,R,R,R,R,R,R,U,L,L,U,L,U,U
W,R,R,W,W,R,R,R,W,U,U,U,U,D,U,L,U,U
W,R,R,R,R,R,R,D,W,D,U,U,L,W,U,D,D,D
D,U,W,W,R,D,D,D,W,D,D,W,W,D,W,D,D,L
R,R,R,R,R,R,D,D,W,D,L,L,U,R,R,L,L,L
W,R,D,R,R,R,R,D,D,L,L,L,W,D,W,W,W,U
W,W,D,L,R,U,W,D,L,L,D,D,W,D,L,L,W,U
R,D,W,D,D,W,L,L,L,L,D,L,L,L,L,L,L,W
R,D,L,D,L,L,W,W,D,D,W,U,L,U,L,U,U,D
W,D,L,D,W,W,L,L,L,L,L,W,W,U,L,L,R,R
D,D,W,D,D,L,W,U,L,L,L,D,D,W,D,L,W,W
D,W,U,W,D,W,R,U,U,L,L,L,L,L,L,L,U,L
D,R,W,D,D,W,W,L,L,L,L,U,L,U,W,W,U,R
R,U,L,L,L,L,L,W,U,W,U,U,L,L,D,U,U,U
R,U,U,L,L,W,L,R,U,L,U,W,U,L,D,L,W,U
