R,R,R,R,R,R,R,D,D,L,W,U,L,L,L,L
R,R,R,D,U,U,W,R,D,W,R,U,U,L,L,L
R,D,R,D,W,W,R,R,R,R,R,U,U,L,L,L
W,R,D,D,D,R,R,U,W,U,U,U,U,W,U,U
U,W,D,D,D,R,R,R,R,U,U,U,U,L,U,U
U,W,D,L,D,L,W,D,R,U,U,U,U,U,U,U
U,L,D,W,D,W,D,L,L,R,U,W,U,U,U,U
U,R,D,D,D,L,L,L,W,W,U,W,U,U,U,U
U,W,R,D,L,L,L,L,L,L,W,R,U,L,U,U
R,R,R,R,W,U,U,U,L,L,R,R,U,U,U,U
W,R,U,W,D,U,L,L,U,L,D,U,U,U,R,R
R,R,U,L,L,L,L,L,D,D,L,L,U,L,L,D
R,R,U,U,L,L,D,D,D,L,L,W,U,U,R,D
U,W,U,U,D,W,D,D,L,L,L,W,U,L,W,W
W,W,U,R,R,D,L,L,L,W,D,L,L,R,R,U
R,R,U,W,W,L,L,L,L,L,L,W,U,R,U,U
