D,W,W,D,U,W,R,R,D,D,L,W,U,W,U,U
D,W,D,L,L,D,R,R,D,L,W,U,L,L,U,U
U,L,L,W,W,D,R,R,R,W,U,U,W,R,R,D
U,W,U,L,R,D,W,W,W,W,W,U,W,W,W,W
W,R,U,D,W,D,R,U,W,W,R,U,L,L,W,D
W,W,R,D,W,D,L,U,L,W,W,U,U,U,W,D
U,U,W,R,R,D,W,D,D,W,R,U,U,L,W,U
U,L,L,W,W,U,L,L,L,W,D,W,W,W,R,R
U,U,D,W,L,U,U,L,L,L,D,W,W,L,L,W
U,W,W,R,R,R,D,D,D,D,L,R,R,W,W,D
L,L,W,W,U,R,R,D,D,W,R,R,U,L,L,L
W,W,R,R,L,L,W,W,W,L,D,W,D,L,W,U
U,W,L,W,U,R,R,W,R,R,D,L,L,W,D,W
W,W,U,L,U,W,U,W,R,R,R,U,D,D,D,R
R,R,U,U,U,W,U,L,W,U,W,R,D,R,D,W
D,U,U,U,W,R,U,L,W,U,L,W,D,W,D,U
