74.9330,76.0391,77.1847,76.0258,74.7924,74.7083,75.8357,76.9972,75.8353,74.7053,73.6074,72.6599,71.6943,70.7288
74.1587,75.0595,75.9302,74.9390,72.9849,73.7406,74.7083,0.0000,74.7053,73.7161,72.7645,72.9246,71.7165,70.6542
74.1738,75.2012,74.8574,73.9979,73.0179,72.8591,73.5129,72.5339,73.4973,72.7256,71.8811,71.7349,69.8229,69.7232
73.9671,74.1502,73.9198,74.1604,73.0913,72.1471,72.4914,0.0000,72.4337,71.7468,70.9821,70.7002,69.7866,68.9764
74.9413,75.2008,74.1687,73.2866,72.4991,71.6741,71.4226,70.3401,71.2873,70.7694,70.0854,69.8126,69.9961,69.2201
75.9182,75.0491,74.1576,73.2639,73.4351,72.3456,71.3422,69.2907,70.1836,69.8408,69.6292,70.4099,71.0629,70.0602
77.0486,76.0301,75.0107,73.9963,73.0579,72.1133,70.9466,68.9290,69.2530,69.6323,70.4474,71.3780,72.2303,72.0821
78.2118,77.0486,75.7898,74.5935,0.0000,0.0000,68.8893,69.4903,69.8526,70.4411,71.3856,72.3521,73.3305,74.2363
77.1743,0.0000,74.6591,73.6600,72.6792,71.5961,0.0000,70.4606,70.7695,71.3146,72.3074,73.3128,74.3285,75.3500
0.0000,65.5745,0.0000,72.6792,0.0000,70.6686,70.8916,71.3748,71.6967,71.9543,72.9939,74.0585,75.1677,76.4922
65.6602,66.4656,67.3682,0.0000,69.4976,0.0000,73.0168,72.3593,72.6731,72.0495,73.0424,73.9161,73.5084,75.2599
66.3545,67.3543,68.3948,69.4710,70.4382,71.5423,72.4165,73.2146,73.7710,71.9848,73.9845,75.0726,75.3636,74.5528
66.2582,67.2276,68.2255,69.2554,70.1660,72.2805,73.2513,74.2324,75.0584,73.2947,74.2002,76.1833,76.5160,75.3947
65.6041,66.4138,67.2137,0.0000,0.0000,73.0588,74.1416,75.2522,76.3929,75.1491,76.1467,77.4146,76.4012,75.3872
