L,L,L,L,W,R,R,R,R,U,L,L,W,D,W,U
W,U,W,U,W,R,U,R,R,U,U,W,L,L,L,W
L,L,D,W,W,W,U,U,W,W,W,U,W,D,W,D
D,W,D,W,W,D,R,U,D,W,U,W,L,L,L,L
D,U,L,L,L,L,L,W,R,R,W,W,W,W,U,L
L,U,W,U,W,L,W,U,R,R,R,U,L,L,L,L
W,R,R,W,L,L,W,U,W,W,U,U,W,L,L,L
W,U,W,D,U,L,W,W,L,D,W,L,L,W,W,D
R,R,R,D,L,U,W,D,R,R,R,U,L,D,L,L
R,R,R,L,L,L,D,R,R,R,U,U,W,L,L,U
D,W,W,W,U,R,R,R,U,U,W,D,L,L,W,W
D,W,R,R,D,L,W,W,U,W,U,D,W,D,W,W
W,D,W,W,D,W,R,R,U,W,U,L,L,L,L,L
L,L,L,W,U,W,W,L,U,L,W,W,U,U,L,L
W,W,W,U,W,R,R,U,L,D,R,R,R,U,L,U
W,L,L,W,R,U,W,U,R,D,R,R,W,W,W,U
