W,D,D,L,L,W,W,U,U,L,L,R,U,W,W,U
D,D,L,L,W,W,W,W,U,U,W,U,U,U,W,U
D,L,D,D,D,W,U,W,U,W,W,W,U,U,L,W
D,L,D,D,D,W,W,W,U,U,W,U,W,W,R,R
D,W,D,D,D,L,D,R,L,U,R,U,W,U,W,W
D,W,W,D,D,W,D,D,L,L,W,L,L,W,U,D
U,U,U,W,W,W,W,D,W,W,W,W,W,D,R,D
U,U,U,W,L,L,W,W,U,L,L,L,L,L,W,D
U,D,U,L,L,R,D,W,W,W,U,U,W,W,D,D
D,D,L,U,L,W,D,L,L,L,U,W,W,L,D,D
D,L,L,W,W,D,W,U,W,U,W,U,U,W,D,D
U,L,L,W,R,R,R,U,W,W,W,U,R,U,W,U
U,U,D,R,R,R,U,U,U,W,U,W,W,W,U,U
W,W,D,R,R,W,W,U,U,W,W,R,R,W,U,U
D,L,D,L,W,W,W,U,U,L,W,R,D,D,L,W
D,W,D,W,U,U,W,L,U,L,L,W,D,D,W,U
