D,W,L,R,R,U,W,R,R,L,L,L,L,W,U,U
R,R,U,R,R,W,U,W,U,W,U,D,W,U,U,W
W,W,U,U,R,W,R,R,W,D,W,R,R,W,U,W
D,D,U,U,W,U,D,W,D,D,W,W,W,W,R,R
D,D,W,D,W,U,W,R,D,D,W,U,W,U,W,U
W,U,L,D,U,U,U,W,D,D,R,U,L,W,W,U
R,R,U,L,L,U,U,W,D,L,U,W,D,L,D,W
U,W,U,W,U,W,W,W,W,U,R,R,U,R,R,R
W,W,W,R,U,L,W,U,R,U,W,U,R,D,U,W
D,W,W,W,W,W,R,R,D,U,W,U,W,D,W,U
R,R,R,W,D,R,W,D,D,W,U,W,D,W,R,U
U,U,W,L,L,D,W,R,R,R,U,R,R,R,W,D
W,L,W,U,W,D,W,U,W,U,W,R,U,W,R,R
W,D,U,U,L,W,W,D,R,R,R,L,U,L,U,W
W,D,L,W,R,R,U,L,L,U,W,W,U,W,U,L
U,D,W,W,U,W,U,U,W,W,U,W,U,L,R,W
