97.4612,94.9740,95.4350,0.0000,-99.9990,0.0000,99.9990,0.0000,99.9990,99.9990,99.9990,0.0000,96.5970,94.4150
97.2048,94.7709,92.9466,90.7051,0.0000,89.5119,0.0000,94.8054,97.2651,97.7793,99.9990,99.9990,99.3521,96.5970
99.9990,0.0000,0.0000,92.0358,94.6269,91.9047,90.3163,0.0000,0.0000,0.0000,0.0000,0.0000,96.8664,0.0000
0.0000,0.0000,90.6319,0.0000,95.2232,0.0000,92.5208,0.0000,99.9990,0.0000,0.0000,0.0000,0.0000,99.9990
86.6908,0.0000,93.0388,0.0000,97.6882,97.7170,94.9516,0.0000,99.9990,99.9990,99.9990,99.9990,0.0000,97.5052
89.0480,91.7296,92.9509,95.1661,97.6554,0.0000,0.0000,0.0000,97.5052,0.0000,99.9990,99.9990,97.7793,95.5540
0.0000,0.0000,94.6318,94.9658,97.3859,0.0000,96.7040,99.1877,99.4879,99.7293,97.7854,0.0000,99.9990,0.0000
90.7759,93.1847,93.0986,95.0987,95.0534,96.0512,0.0000,96.7040,0.0000,99.9990,99.9990,0.0000,99.9990,99.9990
0.0000,0.0000,95.0698,0.0000,96.0966,98.6514,0.0000,94.2513,0.0000,99.9990,0.0000,0.0000,99.9990,97.9990
0.0000,92.5760,95.0075,95.0128,96.5092,98.9537,98.9783,96.5830,98.2265,97.5845,0.0000,-99.9990,0.0000,99.9990
99.9990,0.0000,97.7731,97.2887,97.2148,0.0000,99.0720,98.5603,98.4898,98.1639,0.0000,0.0000,97.5091,99.9990
99.9990,97.7819,97.8055,95.4158,97.0480,0.0000,0.0000,96.2990,98.0366,95.9505,0.0000,0.0000,97.5401,0.0000
99.9990,99.9990,0.0000,94.1641,96.4797,93.8932,0.0000,94.0212,95.3974,0.0000,92.7824,92.0534,94.4783,92.0534
0.0000,0.0000,91.5811,94.0001,93.9038,92.7869,95.0827,95.0207,93.1967,93.2815,91.0814,0.0000,92.0534,0.0000
