U,U,W,D,L,W,U,U
W,U,L,L,L,W,U,U
W,U,U,L,L,R,U,W
L,L,U,U,L,W,U,W
U,W,U,W,L,L,W,D
L,L,L,W,U,W,W,D
W,U,L,L,U,L,L,W
R,U,W,U,U,L,L,L
