D,D,W,D,L,L,W,D,D,D
L,L,L,L,W,D,D,D,L,D
U,D,W,D,L,D,D,L,D,D
R,R,W,D,L,L,D,L,D,D
R,R,U,L,L,L,L,L,L,D
D,W,U,L,L,L,U,L,R,D
L,L,U,U,U,W,U,D,D,D
U,U,U,U,U,L,R,R,D,D
U,L,U,L,L,R,R,R,R,R
U,U,U,U,U,R,R,R,R,U
