D,D,D,D,L,D,D,L,L,L
D,D,D,D,L,D,D,L,L,L
D,D,D,D,D,D,D,L,L,L
D,D,D,D,D,L,D,L,L,D
D,D,L,D,D,W,D,D,D,L
D,D,W,D,L,D,D,L,L,W
D,D,D,D,D,D,D,L,L,D
R,D,D,D,D,L,L,L,D,D
R,R,D,D,L,L,L,L,L,L
R,R,D,L,L,L,L,L,L,L
