W,D,R,D,R,R,R,R,R,D
R,R,R,R,D,W,D,D,R,D
D,R,R,R,R,R,R,D,D,D
D,W,D,W,D,D,W,D,D,D
D,R,R,R,R,R,R,R,D,D
D,L,W,R,R,D,R,D,R,D
L,L,L,W,R,D,D,D,W,D
D,D,W,R,R,R,D,D,R,D
D,R,R,R,R,R,R,D,W,D
D,R,R,R,R,R,R,R,R,D
