W,R,R,R,R,D,L,D,D,W,R,R,R,R,R,D,D,L
R,U,U,W,R,D,R,R,D,D,U,U,R,R,R,R,D,L
W,U,W,D,U,W,R,U,R,D,W,R,R,R,U,W,D,W
D,L,W,D,L,D,U,U,W,D,D,W,U,U,U,W,R,R
D,W,D,W,R,D,L,W,L,L,L,L,W,D,W,R,U,W
D,W,D,R,R,D,D,D,W,U,W,W,R,R,R,R,U,L
R,R,R,R,R,R,D,R,R,U,L,L,R,R,R,R,U,U
W,R,R,W,R,U,W,U,W,U,U,W,U,W,R,R,U,L
R,R,R,R,W,U,L,U,R,U,U,L,U,R,R,U,U,U
R,R,R,U,U,U,U,L,L,U,U,R,R,R,R,U,U,U
W,W,U,R,U,L,U,U,L,U,R,D,R,R,R,R,R,D
D,D,L,W,U,D,D,U,D,L,D,W,U,W,D,U,W,D
D,L,D,D,W,D,D,R,R,W,D,W,D,W,D,W,D,D
D,W,D,D,D,D,L,W,D,W,D,D,R,R,R,R,R,U
D,D,L,D,D,L,L,D,R,R,D,L,D,R,D,W,W,U
D,D,W,D,L,L,L,L,R,R,D,L,D,R,D,L,L,W
D,L,L,L,L,L,L,W,R,R,R,W,D,W,D,W,W,U
W,U,U,L,L,L,U,L,R,R,R,R,R,R,R,R,R,R
