95.8359,0.0000,0.0000,90.5479,89.3565,88.0437,0.0000,83.7004,82.5125,81.7239
97.1091,95.9009,93.4582,91.9032,0.0000,86.9400,0.0000,84.9689,84.7671,82.7204
97.2237,98.5287,0.0000,90.6072,88.4963,88.1009,87.1508,86.1301,86.1311,84.7716
0.0000,99.9990,0.0000,92.0782,90.6495,89.3457,88.3232,87.1530,86.1026,85.0149
99.9990,0.0000,94.9214,93.4825,91.0344,89.6908,89.5199,88.1232,86.8729,85.6490
98.6898,0.0000,94.4085,93.3242,91.1311,88.8515,88.2914,87.3263,86.9204,0.0000
98.5451,97.2405,95.7992,94.4234,92.9890,0.0000,89.1450,88.1348,88.0303,86.7524
97.2405,97.1311,95.8414,94.5597,93.2692,91.9160,90.4600,89.1976,87.0953,85.7972
95.9537,95.8566,95.7520,94.4996,93.1518,90.8797,89.7694,89.6762,88.2402,87.9809
93.5115,93.5214,94.3968,94.4702,92.1670,90.9471,0.0000,88.3660,87.3159,86.8758
