W,L,L,L,L,D,D,W,U,W,W,R,R,R,D,D
U,L,L,L,L,D,L,D,W,U,W,D,U,W,D,D
U,W,W,D,L,W,R,R,R,U,L,W,R,D,W,W
U,W,W,D,W,U,W,R,R,U,L,W,R,D,D,L
U,D,R,R,R,R,W,W,W,W,U,L,D,D,D,W
W,D,W,R,U,R,L,L,L,L,L,L,R,D,D,W
U,W,R,U,U,W,W,U,W,U,W,D,R,R,D,U
W,U,R,U,U,L,L,U,R,U,L,D,L,W,D,U
R,R,D,W,D,W,R,R,R,R,W,D,W,W,D,W
W,W,D,D,D,W,R,R,U,W,U,D,W,W,R,R
D,W,D,D,L,W,W,W,U,W,U,W,R,R,D,W
R,R,U,L,L,W,D,W,D,W,U,D,U,W,W,U
U,U,U,W,U,L,L,R,R,R,R,D,L,W,D,W
U,U,U,D,U,R,W,W,U,U,W,W,U,L,L,D
U,U,W,U,R,U,L,D,W,D,R,R,R,U,L,L
W,U,R,U,U,U,D,L,L,L,R,R,U,U,W,U
