D,R,D,R,D,R,R,R,D,D
D,W,D,D,R,D,D,W,D,D
R,R,D,D,R,R,R,R,D,D
D,W,D,D,R,R,D,R,D,D
R,R,R,R,R,R,D,R,R,D
R,R,R,R,R,R,R,R,R,R
U,W,R,R,R,R,R,R,R,D
R,R,R,R,R,U,W,U,W,D
W,U,U,W,U,U,R,U,L,W
R,U,U,R,U,U,W,U,L,L
